player_name,int_window_id,season,competition
Matías Alemanno,RC18,2018-2019,Rugby Championship
Guido Petti,RC18,2018-2019,Rugby Championship
Codie Taylor,RC18,2018-2019,Rugby Championship
Karl Tu’inukuafe,RC18,2018-2019,Rugby Championship
Tomás Cubelli,RC18,2018-2019,Rugby Championship
David Pocock,RC18,2018-2019,Rugby Championship
Sebastián Cancelliere,RC18,2018-2019,Rugby Championship
Ryan Crotty,RC18,2018-2019,Rugby Championship
TJ Perenara,RC18,2018-2019,Rugby Championship
Adam Coleman,RC18,2018-2019,Rugby Championship
Bongi Mbonambi,RC18,2018-2019,Rugby Championship
Marco van Staden,RC18,2018-2019,Rugby Championship
Joe Powell,RC18,2018-2019,Rugby Championship
Elton Jantjies,RC18,2018-2019,Rugby Championship
Nicolás Sánchez,RC18,2018-2019,Rugby Championship
Ned Hanigan,RC18,2018-2019,Rugby Championship
Owen Franks,RC18,2018-2019,Rugby Championship
Richie Mo'unga,RC18,2018-2019,Rugby Championship
Emiliano Boffelli,RC18,2018-2019,Rugby Championship
Jack Maddocks,RC18,2018-2019,Rugby Championship
RG Snyman,RC18,2018-2019,Rugby Championship
Sikhumbuzo Notshe,RC18,2018-2019,Rugby Championship
Willie le Roux,RC18,2018-2019,Rugby Championship
Lionel Mapoe,RC18,2018-2019,Rugby Championship
Thomas du Toit,RC18,2018-2019,Rugby Championship
Kieran Read,RC18,2018-2019,Rugby Championship
Lukhanyo Am,RC18,2018-2019,Rugby Championship
Vincent Koch,RC18,2018-2019,Rugby Championship
Liam Squire,RC18,2018-2019,Rugby Championship
Faf de Klerk,RC18,2018-2019,Rugby Championship
Ofa Tu'ungafasi,RC18,2018-2019,Rugby Championship
Te Toiroa Tahuriorangi,RC18,2018-2019,Rugby Championship
Juan Cruz Mallia,RC18,2018-2019,Rugby Championship
Santiago Medrano,RC18,2018-2019,Rugby Championship
Wilco Louw,RC18,2018-2019,Rugby Championship
Ben Smith,RC18,2018-2019,Rugby Championship
Allan Alaalatoa,RC18,2018-2019,Rugby Championship
Taniela Tupou,RC18,2018-2019,Rugby Championship
Steven Kitshoff,RC18,2018-2019,Rugby Championship
Sam Whitelock,RC18,2018-2019,Rugby Championship
Eben Etzebeth,RC18,2018-2019,Rugby Championship
Tendai Mtawarira,RC18,2018-2019,Rugby Championship
Franco Mostert,RC18,2018-2019,Rugby Championship
Juan Pablo Zeiss,RC18,2018-2019,Rugby Championship
Rory Arnold,RC18,2018-2019,Rugby Championship
Gonzalo Bertranou,RC18,2018-2019,Rugby Championship
Brandon Paenga-Amosa,RC18,2018-2019,Rugby Championship
Jermaine Ainsley,RC18,2018-2019,Rugby Championship
Dane Haylett-Petty,RC18,2018-2019,Rugby Championship
Tim Perry,RC18,2018-2019,Rugby Championship
Aaron Smith,RC18,2018-2019,Rugby Championship
Francois Louw,RC18,2018-2019,Rugby Championship
Damian Willemse,RC18,2018-2019,Rugby Championship
Diego Fortuny,RC18,2018-2019,Rugby Championship
Ramiro Herrera,RC18,2018-2019,Rugby Championship
Yoann Huget,EOY18,2018-2019,End of Year Internationals
Josua Tuisova,EOY18,2018-2019,End of Year Internationals
Dan Leavy,EOY18,2018-2019,End of Year Internationals
Endy Willian,EOY18,2018-2019,End of Year Internationals
Sonny Bill Williams,EOY18,2018-2019,End of Year Internationals
Jale Vatubua,EOY18,2018-2019,End of Year Internationals
Paul Lasike,EOY18,2018-2019,End of Year Internationals
Andrew Porter,EOY18,2018-2019,End of Year Internationals
Sosefo Sakalia,EOY18,2018-2019,End of Year Internationals
Mateo Sanguinetti,EOY18,2018-2019,End of Year Internationals
Sefa Naivalu,EOY18,2018-2019,End of Year Internationals
Akira Ioane,EOY18,2018-2019,End of Year Internationals
Fotu Lokotui,EOY18,2018-2019,End of Year Internationals
Bryce Campbell,EOY18,2018-2019,End of Year Internationals
Semi Radradra,EOY18,2018-2019,End of Year Internationals
Vereniki Goneva,EOY18,2018-2019,End of Year Internationals
Luke Whitelock,EOY18,2018-2019,End of Year Internationals
Quinn Roux,EOY18,2018-2019,End of Year Internationals
Ben Te'o,EOY18,2018-2019,End of Year Internationals
Marco Lazzaroni,EOY18,2018-2019,End of Year Internationals
Darcy Graham,EOY18,2018-2019,End of Year Internationals
Merab Sharikadze,EOY18,2018-2019,End of Year Internationals
Wilton Rebolo,EOY18,2018-2019,End of Year Internationals
Nick Phipps,EOY18,2018-2019,End of Year Internationals
Beka Bitsadze,EOY18,2018-2019,End of Year Internationals
Rob Thompson,EOY18,2018-2019,End of Year Internationals
Tommaso Benvenuti,EOY18,2018-2019,End of Year Internationals
George Biagi,EOY18,2018-2019,End of Year Internationals
Jerónimo de la Fuente,EOY18,2018-2019,End of Year Internationals
Adam Ashley-Cooper,EOY18,2018-2019,End of Year Internationals
Nathan Hughes,EOY18,2018-2019,End of Year Internationals
Diego Magno,EOY18,2018-2019,End of Year Internationals
Hendrik Tui,EOY18,2018-2019,End of Year Internationals
Alessandro Zanni,EOY18,2018-2019,End of Year Internationals
Gastón Mieres,EOY18,2018-2019,End of Year Internationals
Michael Moraes,EOY18,2018-2019,End of Year Internationals
Titi Lamositele,EOY18,2018-2019,End of Year Internationals
Sam Matavesi,EOY18,2018-2019,End of Year Internationals
Simon Berghan,EOY18,2018-2019,End of Year Internationals
Shalva Mamukashvili,EOY18,2018-2019,End of Year Internationals
Sekope Kepu,EOY18,2018-2019,End of Year Internationals
Gela Aprasidze,EOY18,2018-2019,End of Year Internationals
Sonatane Takulua,EOY18,2018-2019,End of Year Internationals
Mesulame Dolokoto,EOY18,2018-2019,End of Year Internationals
Alofa Alofa,EOY18,2018-2019,End of Year Internationals
Eroni Sau,EOY18,2018-2019,End of Year Internationals
George Bridge,EOY18,2018-2019,End of Year Internationals
Gannon Moore,EOY18,2018-2019,End of Year Internationals
Pele Cowley,EOY18,2018-2019,End of Year Internationals
Henry Seniloli,EOY18,2018-2019,End of Year Internationals
Michael Leitch,EOY18,2018-2019,End of Year Internationals
Elliot Daly,EOY18,2018-2019,End of Year Internationals
Damian McKenzie,EOY18,2018-2019,End of Year Internationals
Michael Hooper,EOY18,2018-2019,End of Year Internationals
Ellis Jenkins,EOY18,2018-2019,End of Year Internationals
George Horne,EOY18,2018-2019,End of Year Internationals
Jefferson Poirot,EOY18,2018-2019,End of Year Internationals
Tomos Williams,EOY18,2018-2019,End of Year Internationals
Beka Gigashvili,EOY18,2018-2019,End of Year Internationals
André Esterhuizen,EOY18,2018-2019,End of Year Internationals
Blair Kinghorn,EOY18,2018-2019,End of Year Internationals
Frans Malherbe,EOY18,2018-2019,End of Year Internationals
Giorgi Tsutskiridze,EOY18,2018-2019,End of Year Internationals
André Arruda,EOY18,2018-2019,End of Year Internationals
Tom Banks,EOY18,2018-2019,End of Year Internationals
Huw Jones,EOY18,2018-2019,End of Year Internationals
Luca Morisi,EOY18,2018-2019,End of Year Internationals
Giorgi Koshadze,EOY18,2018-2019,End of Year Internationals
Alaska Taufa,EOY18,2018-2019,End of Year Internationals
Byron McGuigan,EOY18,2018-2019,End of Year Internationals
Anton Lienert-Brown,EOY18,2018-2019,End of Year Internationals
Pete Samu,EOY18,2018-2019,End of Year Internationals
Alec Hepburn,EOY18,2018-2019,End of Year Internationals
Luca Bigi,EOY18,2018-2019,End of Year Internationals
Leone Nakarawa,EOY18,2018-2019,End of Year Internationals
Will Tupou,EOY18,2018-2019,End of Year Internationals
Luke McGrath,EOY18,2018-2019,End of Year Internationals
Davit Kubriashvili,EOY18,2018-2019,End of Year Internationals
Nepo Laulala,EOY18,2018-2019,End of Year Internationals
Tevita Cavubati,EOY18,2018-2019,End of Year Internationals
Josh Tyrell,EOY18,2018-2019,End of Year Internationals
Akihito Yamada,EOY18,2018-2019,End of Year Internationals
Oliviero Fabiani,EOY18,2018-2019,End of Year Internationals
Dan Lydiate,EOY18,2018-2019,End of Year Internationals
Nicky Smith,EOY18,2018-2019,End of Year Internationals
Lasha Khmaladze,EOY18,2018-2019,End of Year Internationals
Steff Evans,EOY18,2018-2019,End of Year Internationals
Chris Ashton,EOY18,2018-2019,End of Year Internationals
Alun Wyn Jones,EOY18,2018-2019,End of Year Internationals
Sammy Arnold,EOY18,2018-2019,End of Year Internationals
Elliot Dee,EOY18,2018-2019,End of Year Internationals
Paul Ngauamo,EOY18,2018-2019,End of Year Internationals
Duane Vermeulen,EOY18,2018-2019,End of Year Internationals
Isileli Nakajima,EOY18,2018-2019,End of Year Internationals
Peter O'Mahony,EOY18,2018-2019,End of Year Internationals
Sebastián Cancelliere,EOY18,2018-2019,End of Year Internationals
Atsushi Sakate,EOY18,2018-2019,End of Year Internationals
Garry Ringrose,EOY18,2018-2019,End of Year Internationals
Shaun Stevenson,EOY18,2018-2019,End of Year Internationals
Alejandro Nieto,EOY18,2018-2019,End of Year Internationals
Marcel Brache,EOY18,2018-2019,End of Year Internationals
Dan Biggar,EOY18,2018-2019,End of Year Internationals
Jamie-Jerry Taulagi,EOY18,2018-2019,End of Year Internationals
Gareth Davies,EOY18,2018-2019,End of Year Internationals
Chance Wenglewski,EOY18,2018-2019,End of Year Internationals
Nicolás Sánchez,EOY18,2018-2019,End of Year Internationals
Wyn Jones,EOY18,2018-2019,End of Year Internationals
Will Magie,EOY18,2018-2019,End of Year Internationals
Ned Hanigan,EOY18,2018-2019,End of Year Internationals
Guram Gogichashvili,EOY18,2018-2019,End of Year Internationals
Moisés Duque,EOY18,2018-2019,End of Year Internationals
Jamie Ritchie,EOY18,2018-2019,End of Year Internationals
Richie Mo'unga,EOY18,2018-2019,End of Year Internationals
RG Snyman,EOY18,2018-2019,End of Year Internationals
Harry Williams,EOY18,2018-2019,End of Year Internationals
George Ford,EOY18,2018-2019,End of Year Internationals
Edoardo Padovani,EOY18,2018-2019,End of Year Internationals
Jayden Hayward,EOY18,2018-2019,End of Year Internationals
Thomas du Toit,EOY18,2018-2019,End of Year Internationals
Greg Peterson,EOY18,2018-2019,End of Year Internationals
Samuela Anise,EOY18,2018-2019,End of Year Internationals
Leonardo Ghiraldini,EOY18,2018-2019,End of Year Internationals
Faf de Klerk,EOY18,2018-2019,End of Year Internationals
Jonah Holmes,EOY18,2018-2019,End of Year Internationals
Arthur Iturria,EOY18,2018-2019,End of Year Internationals
Ross Byrne,EOY18,2018-2019,End of Year Internationals
Geoffrey Doumayrou,EOY18,2018-2019,End of Year Internationals
Vasil Lobzhanidze,EOY18,2018-2019,End of Year Internationals
Latu Talakai,EOY18,2018-2019,End of Year Internationals
Yusuke Niwai,EOY18,2018-2019,End of Year Internationals
Wilco Louw,EOY18,2018-2019,End of Year Internationals
Johan Meyer,EOY18,2018-2019,End of Year Internationals
Hiroshi Yamashita,EOY18,2018-2019,End of Year Internationals
Ryan Wilson,EOY18,2018-2019,End of Year Internationals
Justin Tipuric,EOY18,2018-2019,End of Year Internationals
Cedate Gomes Sa,EOY18,2018-2019,End of Year Internationals
Gaël Fickou,EOY18,2018-2019,End of Year Internationals
Devon Müller,EOY18,2018-2019,End of Year Internationals
Lucas Duque,EOY18,2018-2019,End of Year Internationals
Taniela Tupou,EOY18,2018-2019,End of Year Internationals
Jonathan Davies,EOY18,2018-2019,End of Year Internationals
Dillon Lewis,EOY18,2018-2019,End of Year Internationals
Eben Etzebeth,EOY18,2018-2019,End of Year Internationals
Juan Pablo Zeiss,EOY18,2018-2019,End of Year Internationals
Franco Mostert,EOY18,2018-2019,End of Year Internationals
Ross Moriarty,EOY18,2018-2019,End of Year Internationals
Tommaso Allan,EOY18,2018-2019,End of Year Internationals
Jacob Stockdale,EOY18,2018-2019,End of Year Internationals
Damian Willemse,EOY18,2018-2019,End of Year Internationals
Francois Louw,EOY18,2018-2019,End of Year Internationals
Caíque Silva,EOY18,2018-2019,End of Year Internationals
Otere Black,EOY18,2018-2019,End of Year Internationals
Lasha Lomidze,EOY18,2018-2019,End of Year Internationals
Israel Folau,EOY18,2018-2019,End of Year Internationals
Zurab Dzneladze,EOY18,2018-2019,End of Year Internationals
Rhys Ruddock,EOY18,2018-2019,End of Year Internationals
Liam Coltman,EOY18,2018-2019,End of Year Internationals
Rey Lee-Lo,EOY18,2018-2019,End of Year Internationals
Tommy Seymour,EOY18,2018-2019,End of Year Internationals
James Lay,EOY18,2018-2019,End of Year Internationals
Damian de Allende,EOY18,2018-2019,End of Year Internationals
Wenceslas Lauret,EOY18,2018-2019,End of Year Internationals
Jack Dempsey,EOY18,2018-2019,End of Year Internationals
Dylan Fawsitt,EOY18,2018-2019,End of Year Internationals
Seán Cronin,EOY18,2018-2019,End of Year Internationals
Andrea Lovotti,EOY18,2018-2019,End of Year Internationals
Koo Ji-won,EOY18,2018-2019,End of Year Internationals
Jimmy Tuivaiti,EOY18,2018-2019,End of Year Internationals
Koki Yamamoto,EOY18,2018-2019,End of Year Internationals
Wimpie van der Walt,EOY18,2018-2019,End of Year Internationals
Samu Kerevi,EOY18,2018-2019,End of Year Internationals
Alex Allan,EOY18,2018-2019,End of Year Internationals
Nehe Milner-Skudder,EOY18,2018-2019,End of Year Internationals
Vaea Fifita,EOY18,2018-2019,End of Year Internationals
Daniel Faleafa,EOY18,2018-2019,End of Year Internationals
Eroni Vasiteri,EOY18,2018-2019,End of Year Internationals
Mark Wilson,EOY18,2018-2019,End of Year Internationals
Will Addison,EOY18,2018-2019,End of Year Internationals
Kali Hala,EOY18,2018-2019,End of Year Internationals
Scott Barrett,EOY18,2018-2019,End of Year Internationals
Viliame Mata,EOY18,2018-2019,End of Year Internationals
Paul Mullen,EOY18,2018-2019,End of Year Internationals
Pari Pari Parkinson,EOY18,2018-2019,End of Year Internationals
Tomás Inciarte,EOY18,2018-2019,End of Year Internationals
Peceli Yato,EOY18,2018-2019,End of Year Internationals
Embrose Papier,EOY18,2018-2019,End of Year Internationals
Valentino Mapapalangi,EOY18,2018-2019,End of Year Internationals
Hamish Watson,EOY18,2018-2019,End of Year Internationals
Jonathan Ruru,EOY18,2018-2019,End of Year Internationals
Camille Lopez,EOY18,2018-2019,End of Year Internationals
Matías Benítez,EOY18,2018-2019,End of Year Internationals
Lucas Abud,EOY18,2018-2019,End of Year Internationals
Nathan Harris,EOY18,2018-2019,End of Year Internationals
Andrew Conway,EOY18,2018-2019,End of Year Internationals
Jonny May,EOY18,2018-2019,End of Year Internationals
David Tameilau,EOY18,2018-2019,End of Year Internationals
John Cooney,EOY18,2018-2019,End of Year Internationals
Jack Lam,EOY18,2018-2019,End of Year Internationals
Ali Price,EOY18,2018-2019,End of Year Internationals
Joe Cokanasiga,EOY18,2018-2019,End of Year Internationals
Sébastien Vahaamahina,EOY18,2018-2019,End of Year Internationals
Sam Underhill,EOY18,2018-2019,End of Year Internationals
Malcolm Marx,EOY18,2018-2019,End of Year Internationals
Felipe Sancery,EOY18,2018-2019,End of Year Internationals
Rob Simmons,EOY18,2018-2019,End of Year Internationals
Javier Ortega Desio,EOY18,2018-2019,End of Year Internationals
Cian Healy,EOY18,2018-2019,End of Year Internationals
Matías Moroni,EOY18,2018-2019,End of Year Internationals
Zach Mercer,EOY18,2018-2019,End of Year Internationals
Pablo Matera,EOY18,2018-2019,End of Year Internationals
Leon Fukofuka,EOY18,2018-2019,End of Year Internationals
Dwayne Polotaivao,EOY18,2018-2019,End of Year Internationals
Fraser Brown,EOY18,2018-2019,End of Year Internationals
Jack Nowell,EOY18,2018-2019,End of Year Internationals
Sam Skinner,EOY18,2018-2019,End of Year Internationals
Kurtley Beale,EOY18,2018-2019,End of Year Internationals
Cléber Dias,EOY18,2018-2019,End of Year Internationals
Jamie Henry,EOY18,2018-2019,End of Year Internationals
Douglas Rauth,EOY18,2018-2019,End of Year Internationals
Agustín Creevy,EOY18,2018-2019,End of Year Internationals
Matt To'omua,EOY18,2018-2019,End of Year Internationals
Ardie Savea,EOY18,2018-2019,End of Year Internationals
Ben Youngs,EOY18,2018-2019,End of Year Internationals
Tolu Fahamokioa,EOY18,2018-2019,End of Year Internationals
Tomás Cubelli,EOY18,2018-2019,End of Year Internationals
David Pocock,EOY18,2018-2019,End of Year Internationals
Ben Moon,EOY18,2018-2019,End of Year Internationals
Seb Davies,EOY18,2018-2019,End of Year Internationals
Federico Ruzza,EOY18,2018-2019,End of Year Internationals
Ryan Matyas,EOY18,2018-2019,End of Year Internationals
Jarrod Evans,EOY18,2018-2019,End of Year Internationals
Marcel Renata,EOY18,2018-2019,End of Year Internationals
Beka Gorgadze,EOY18,2018-2019,End of Year Internationals
Camille Chat,EOY18,2018-2019,End of Year Internationals
Paul Gabrillagues,EOY18,2018-2019,End of Year Internationals
Mathieu Babillot,EOY18,2018-2019,End of Year Internationals
Ben Volavola,EOY18,2018-2019,End of Year Internationals
Robert Tenório,EOY18,2018-2019,End of Year Internationals
Emiliano Boffelli,EOY18,2018-2019,End of Year Internationals
Keita Inagaki,EOY18,2018-2019,End of Year Internationals
Marco Fuser,EOY18,2018-2019,End of Year Internationals
Kieran Read,EOY18,2018-2019,End of Year Internationals
Giosuè Zilocchi,EOY18,2018-2019,End of Year Internationals
Kélian Galletier,EOY18,2018-2019,End of Year Internationals
Niall Scannell,EOY18,2018-2019,End of Year Internationals
Ruben de Haas,EOY18,2018-2019,End of Year Internationals
Te Toiroa Tahuriorangi,EOY18,2018-2019,End of Year Internationals
Allan Dell,EOY18,2018-2019,End of Year Internationals
Dane Coles,EOY18,2018-2019,End of Year Internationals
Lucio Sordoni,EOY18,2018-2019,End of Year Internationals
Levan Chilachava,EOY18,2018-2019,End of Year Internationals
Dylan Hartley,EOY18,2018-2019,End of Year Internationals
Otar Giorgadze,EOY18,2018-2019,End of Year Internationals
Gareth Evans,EOY18,2018-2019,End of Year Internationals
Renato Giammarioli,EOY18,2018-2019,End of Year Internationals
Manuel Leindekar,EOY18,2018-2019,End of Year Internationals
Dean Budd,EOY18,2018-2019,End of Year Internationals
CJ Stander,EOY18,2018-2019,End of Year Internationals
Chris Eves,EOY18,2018-2019,End of Year Internationals
Jake Gordon,EOY18,2018-2019,End of Year Internationals
Tito Tebaldi,EOY18,2018-2019,End of Year Internationals
Zane Kapeli,EOY18,2018-2019,End of Year Internationals
Uwe Helu,EOY18,2018-2019,End of Year Internationals
Tiziano Pasquali,EOY18,2018-2019,End of Year Internationals
Paul Alo-Emile,EOY18,2018-2019,End of Year Internationals
D'Angelo Leuila,EOY18,2018-2019,End of Year Internationals
Lee Jones,EOY18,2018-2019,End of Year Internationals
Juan Diego Ormaechea,EOY18,2018-2019,End of Year Internationals
Jermaine Ainsley,EOY18,2018-2019,End of Year Internationals
De Wet van Niekerk,EOY18,2018-2019,End of Year Internationals
Dane Haylett-Petty,EOY18,2018-2019,End of Year Internationals
Rob Kearney,EOY18,2018-2019,End of Year Internationals
Rodrigo Bruni,EOY18,2018-2019,End of Year Internationals
Aaron Smith,EOY18,2018-2019,End of Year Internationals
Latiume Fosita,EOY18,2018-2019,End of Year Internationals
Benjamin Fall,EOY18,2018-2019,End of Year Internationals
Ben Tameifuna,EOY18,2018-2019,End of Year Internationals
Martín Landajo,EOY18,2018-2019,End of Year Internationals
Luca Sperandio,EOY18,2018-2019,End of Year Internationals
Ahsee Tuala,EOY18,2018-2019,End of Year Internationals
Tedo Abzhandadze,EOY18,2018-2019,End of Year Internationals
Rory Best,EOY18,2018-2019,End of Year Internationals
Matías Orlando,EOY18,2018-2019,End of Year Internationals
Pieter-Steph du Toit,EOY18,2018-2019,End of Year Internationals
Kyle Sinckler,EOY18,2018-2019,End of Year Internationals
Joaquín Díaz Bonilla,EOY18,2018-2019,End of Year Internationals
Giorgi Kveseladze,EOY18,2018-2019,End of Year Internationals
Demba Bamba,EOY18,2018-2019,End of Year Internationals
Marika Koroibete,EOY18,2018-2019,End of Year Internationals
Tyler Morgan,EOY18,2018-2019,End of Year Internationals
Daniel Kilioni,EOY18,2018-2019,End of Year Internationals
Artur Bergo,EOY18,2018-2019,End of Year Internationals
Jamie George,EOY18,2018-2019,End of Year Internationals
Fumiaki Tanaka,EOY18,2018-2019,End of Year Internationals
Baptiste Serin,EOY18,2018-2019,End of Year Internationals
Rabah Slimani,EOY18,2018-2019,End of Year Internationals
Ben May,EOY18,2018-2019,End of Year Internationals
Joe Taufete'e,EOY18,2018-2019,End of Year Internationals
Jordie Barrett,EOY18,2018-2019,End of Year Internationals
Sione Vailanu,EOY18,2018-2019,End of Year Internationals
Tolu Latu,EOY18,2018-2019,End of Year Internationals
Josh Reeves,EOY18,2018-2019,End of Year Internationals
Ed Fidow,EOY18,2018-2019,End of Year Internationals
Owen Watkin,EOY18,2018-2019,End of Year Internationals
Siegfried Fisi'ihoi,EOY18,2018-2019,End of Year Internationals
Kieran Marmion,EOY18,2018-2019,End of Year Internationals
Jonny Gray,EOY18,2018-2019,End of Year Internationals
Patrick Tuipulotu,EOY18,2018-2019,End of Year Internationals
Jordi Murphy,EOY18,2018-2019,End of Year Internationals
Dalton Papali'i,EOY18,2018-2019,End of Year Internationals
Bundee Aki,EOY18,2018-2019,End of Year Internationals
Matheus Rocha,EOY18,2018-2019,End of Year Internationals
Anthony Belleau,EOY18,2018-2019,End of Year Internationals
Chris Harris,EOY18,2018-2019,End of Year Internationals
Joe Moody,EOY18,2018-2019,End of Year Internationals
Will Hooley,EOY18,2018-2019,End of Year Internationals
Campese Ma'afu,EOY18,2018-2019,End of Year Internationals
Masakatsu Nishikawa,EOY18,2018-2019,End of Year Internationals
George North,EOY18,2018-2019,End of Year Internationals
Setariki Tuicuvu,EOY18,2018-2019,End of Year Internationals
Nick Civetta,EOY18,2018-2019,End of Year Internationals
Dillon Hunt,EOY18,2018-2019,End of Year Internationals
Bernard Foley,EOY18,2018-2019,End of Year Internationals
Will Genia,EOY18,2018-2019,End of Year Internationals
Scott Sio,EOY18,2018-2019,End of Year Internationals
Finlay Bealham,EOY18,2018-2019,End of Year Internationals
Sean Maitland,EOY18,2018-2019,End of Year Internationals
Jack McGrath,EOY18,2018-2019,End of Year Internationals
Izack Rodda,EOY18,2018-2019,End of Year Internationals
Teihorangi Walden,EOY18,2018-2019,End of Year Internationals
Courtney Lawes,EOY18,2018-2019,End of Year Internationals
Anzor Sitchinava,EOY18,2018-2019,End of Year Internationals
Logovi'i Mulipola,EOY18,2018-2019,End of Year Internationals
Lucas Tranquez,EOY18,2018-2019,End of Year Internationals
Billy Harmon,EOY18,2018-2019,End of Year Internationals
Luke Morgan,EOY18,2018-2019,End of Year Internationals
Ignacio Dotti,EOY18,2018-2019,End of Year Internationals
Tomás Lezana,EOY18,2018-2019,End of Year Internationals
Felipe Berchesi,EOY18,2018-2019,End of Year Internationals
Dino Waldren,EOY18,2018-2019,End of Year Internationals
Motu Matu'u,EOY18,2018-2019,End of Year Internationals
Joey Carbery,EOY18,2018-2019,End of Year Internationals
Lasha Malaguradze,EOY18,2018-2019,End of Year Internationals
Masataka Mikami,EOY18,2018-2019,End of Year Internationals
Ken Owens,EOY18,2018-2019,End of Year Internationals
Adam Hastings,EOY18,2018-2019,End of Year Internationals
Tadhg Furlong,EOY18,2018-2019,End of Year Internationals
Aphiwe Dyantyi,EOY18,2018-2019,End of Year Internationals
S'busiso Nkosi,EOY18,2018-2019,End of Year Internationals
Matt Fagerson,EOY18,2018-2019,End of Year Internationals
Tomás Lavanini,EOY18,2018-2019,End of Year Internationals
Shalva Sutiashvili,EOY18,2018-2019,End of Year Internationals
Faifili Levave,EOY18,2018-2019,End of Year Internationals
Kenki Fukuoka,EOY18,2018-2019,End of Year Internationals
Devin Toner,EOY18,2018-2019,End of Year Internationals
Brodie Retallick,EOY18,2018-2019,End of Year Internationals
Viliami Lolohea,EOY18,2018-2019,End of Year Internationals
Jesse Kriel,EOY18,2018-2019,End of Year Internationals
Beauden Barrett,EOY18,2018-2019,End of Year Internationals
Paea Faʻanunu,EOY18,2018-2019,End of Year Internationals
Shaun Davies,EOY18,2018-2019,End of Year Internationals
Robbie Abel,EOY18,2018-2019,End of Year Internationals
Brett Cameron,EOY18,2018-2019,End of Year Internationals
Félix Lambey,EOY18,2018-2019,End of Year Internationals
Matías Alemanno,EOY18,2018-2019,End of Year Internationals
Guido Petti,EOY18,2018-2019,End of Year Internationals
Lomano Lemeki,EOY18,2018-2019,End of Year Internationals
Andrés Vilaseca,EOY18,2018-2019,End of Year Internationals
Isaia Walker-Leawere,EOY18,2018-2019,End of Year Internationals
Rhys Patchell,EOY18,2018-2019,End of Year Internationals
Peter Horne,EOY18,2018-2019,End of Year Internationals
Kazuki Himeno,EOY18,2018-2019,End of Year Internationals
Mathieu Bastareaud,EOY18,2018-2019,End of Year Internationals
Hadleigh Parkes,EOY18,2018-2019,End of Year Internationals
Ryan Crotty,EOY18,2018-2019,End of Year Internationals
Manuel Diana,EOY18,2018-2019,End of Year Internationals
Metuisela Talebula,EOY18,2018-2019,End of Year Internationals
Juan Manuel Cat,EOY18,2018-2019,End of Year Internationals
Simone Ferrari,EOY18,2018-2019,End of Year Internationals
Alapati Leiua,EOY18,2018-2019,End of Year Internationals
Elton Jantjies,EOY18,2018-2019,End of Year Internationals
Manu Tuilagi,EOY18,2018-2019,End of Year Internationals
Manuel Ardao,EOY18,2018-2019,End of Year Internationals
Seán O'Brien,EOY18,2018-2019,End of Year Internationals
Cameron Dolan,EOY18,2018-2019,End of Year Internationals
Semi Kunatani,EOY18,2018-2019,End of Year Internationals
Owen Franks,EOY18,2018-2019,End of Year Internationals
Mikheil Nariashvili,EOY18,2018-2019,End of Year Internationals
Santiago Arata,EOY18,2018-2019,End of Year Internationals
Tamaz Mchedlidze,EOY18,2018-2019,End of Year Internationals
Ryohei Yamanaka,EOY18,2018-2019,End of Year Internationals
Maro Itoje,EOY18,2018-2019,End of Year Internationals
Willie le Roux,EOY18,2018-2019,End of Year Internationals
Atieli Pakalani,EOY18,2018-2019,End of Year Internationals
Julien Marchand,EOY18,2018-2019,End of Year Internationals
Vincent Koch,EOY18,2018-2019,End of Year Internationals
Iain Henderson,EOY18,2018-2019,End of Year Internationals
Kurt Morath,EOY18,2018-2019,End of Year Internationals
Yutaka Nagare,EOY18,2018-2019,End of Year Internationals
Jardel Vettorato,EOY18,2018-2019,End of Year Internationals
Teddy Thomas,EOY18,2018-2019,End of Year Internationals
Rodrigo Silva,EOY18,2018-2019,End of Year Internationals
Jaba Bregvadze,EOY18,2018-2019,End of Year Internationals
Gordon Reid,EOY18,2018-2019,End of Year Internationals
Ben Smith,EOY18,2018-2019,End of Year Internationals
Ryoto Nakamura,EOY18,2018-2019,End of Year Internationals
Maxime Médard,EOY18,2018-2019,End of Year Internationals
Agustín Della Corte,EOY18,2018-2019,End of Year Internationals
Louis Picamoles,EOY18,2018-2019,End of Year Internationals
Steven Kitshoff,EOY18,2018-2019,End of Year Internationals
Sam Whitelock,EOY18,2018-2019,End of Year Internationals
John Quill,EOY18,2018-2019,End of Year Internationals
Kalivati Tawake,EOY18,2018-2019,End of Year Internationals
Gonzalo Bertranou,EOY18,2018-2019,End of Year Internationals
Filo Paulo,EOY18,2018-2019,End of Year Internationals
Cherif Traorè,EOY18,2018-2019,End of Year Internationals
Zurab Zhvania,EOY18,2018-2019,End of Year Internationals
Tusi Pisi,EOY18,2018-2019,End of Year Internationals
Aled Davies,EOY18,2018-2019,End of Year Internationals
Shunsuke Nunomaki,EOY18,2018-2019,End of Year Internationals
Tim Perry,EOY18,2018-2019,End of Year Internationals
Dalton Papalii,EOY18,2018-2019,End of Year Internationals
Darren Sweetnam,EOY18,2018-2019,End of Year Internationals
Tadhg Beirne,EOY18,2018-2019,End of Year Internationals
Dany Priso,EOY18,2018-2019,End of Year Internationals
Blaine Scully,EOY18,2018-2019,End of Year Internationals
Grant Gilchrist,EOY18,2018-2019,End of Year Internationals
Stuart McCloskey,EOY18,2018-2019,End of Year Internationals
