season,round,match_id,venue,home_team,away_team,url,is_playoff
2018-2019,5,8575,GGL Stadium,Montpellier Hérault Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j5/8575-montpellier-toulouse,0
2018-2019,6,8576,Stade Ernest-Wallon,Stade Toulousain,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8576-toulouse-castres,0
2018-2019,6,8577,Stade de Gerland,LOU Rugby,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8577-lyon-grenoble,0
2018-2019,6,8578,Stade Armandie,SU Agen,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8578-agen-pau,0
2018-2019,6,8579,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8579-bordeaux-begles-la-rochelle,0
2018-2019,6,8580,Stade Aimé-Giral,USA Perpignan,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8580-perpignan-montpellier,0
2018-2019,6,8581,Stade Marcel-Michelin,ASM Clermont,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8581-clermont-toulon,0
2018-2019,6,8582,Stade Jean-Bouin,Stade Français Paris,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8582-paris-racing-92,0
2018-2019,7,8583,Stade Marcel-Deflandre,Stade Rochelais,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8583-la-rochelle-clermont,0
2018-2019,7,8584,Stade des Alpes,FC Grenoble Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8584-grenoble-bordeaux-begles,0
2018-2019,7,8585,Paris La Défense Arena,Racing 92,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8585-racing-92-lyon,0
2018-2019,7,8586,Stade du Hameau,Section Paloise,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8586-pau-perpignan,0
2018-2019,7,8587,Stade Ernest-Wallon,Stade Toulousain,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8587-toulouse-agen,0
2018-2019,7,8588,Stade Pierre-Fabre,Castres Olympique,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8588-castres-paris,0
2018-2019,7,8589,GGL Stadium,Montpellier Hérault Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8589-montpellier-toulon,0
2018-2019,8,8590,Stade Marcel-Michelin,ASM Clermont,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8590-clermont-castres,0
2018-2019,8,8591,Paris La Défense Arena,Racing 92,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8591-racing-92-pau,0
2018-2019,8,8592,Stade Armandie,SU Agen,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8592-agen-grenoble,0
2018-2019,8,8593,Stade Aimé-Giral,USA Perpignan,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8593-perpignan-toulouse,0
2018-2019,8,8594,Stade Jean-Bouin,Stade Français Paris,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8594-paris-montpellier,0
2018-2019,8,8595,Stade Chaban-Delmas,Union Bordeaux-Bègles,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8595-bordeaux-begles-lyon,0
2018-2019,8,8596,Stade Mayol,RC Toulon,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8596-toulon-la-rochelle,0
2018-2019,9,8597,Stade des Alpes,FC Grenoble Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8597-grenoble-clermont,0
2018-2019,9,8598,Stade Pierre-Fabre,Castres Olympique,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8598-castres-pau,0
2018-2019,9,8599,Stade Mayol,RC Toulon,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8599-toulon-perpignan,0
2018-2019,9,8600,Stade Marcel-Deflandre,Stade Rochelais,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8600-la-rochelle-agen,0
2018-2019,9,8601,Stade Ernest-Wallon,Stade Toulousain,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8601-toulouse-bordeaux-begles,0
2018-2019,9,8602,Stade de Gerland,LOU Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8602-lyon-paris,0
2018-2019,9,8603,GGL Stadium,Montpellier Hérault Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8603-montpellier-racing-92,0
2018-2019,10,8604,Stade Chaban-Delmas,Union Bordeaux-Bègles,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8604-bordeaux-begles-toulon,0
2018-2019,10,8605,Paris La Défense Arena,Racing 92,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8605-racing-92-grenoble,0
2018-2019,10,8606,Stade du Hameau,Section Paloise,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8606-pau-toulouse,0
2018-2019,10,8607,Stade Armandie,SU Agen,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8607-agen-montpellier,0
2018-2019,10,8608,Stade Aimé-Giral,USA Perpignan,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8608-perpignan-castres,0
2018-2019,10,8609,Stade Jean-Bouin,Stade Français Paris,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8609-paris-la-rochelle,0
2018-2019,10,8610,Stade Marcel-Michelin,ASM Clermont,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8610-clermont-lyon,0
2018-2019,11,8611,GGL Stadium,Montpellier Hérault Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8611-montpellier-clermont,0
2018-2019,11,8612,Stade Pierre-Fabre,Castres Olympique,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8612-castres-agen,0
2018-2019,11,8613,Stade de Gerland,LOU Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8613-lyon-pau,0
2018-2019,11,8614,Stade Marcel-Deflandre,Stade Rochelais,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8614-la-rochelle-racing-92,0
2018-2019,11,8615,Stade Mayol,RC Toulon,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8615-toulon-grenoble,0
2018-2019,11,8616,Stade Aimé-Giral,USA Perpignan,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8616-perpignan-bordeaux-begles,0
2018-2019,11,8617,Stade Ernest-Wallon,Stade Toulousain,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8617-toulouse-paris,0
2018-2019,12,8618,Stade Armandie,SU Agen,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8618-agen-paris,0
2018-2019,12,8619,Stade Mayol,RC Toulon,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8619-toulon-lyon,0
2018-2019,12,8620,Stade des Alpes,FC Grenoble Rugby,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8620-grenoble-montpellier,0
2018-2019,12,8621,Paris La Défense Arena,Racing 92,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8621-racing-92-perpignan,0
2018-2019,12,8622,Stade du Hameau,Section Paloise,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8622-pau-la-rochelle,0
2018-2019,12,8623,Stade Pierre-Fabre,Castres Olympique,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8623-castres-bordeaux-begles,0
2018-2019,12,8624,Stade Marcel-Michelin,ASM Clermont,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8624-clermont-toulouse,0
2018-2019,13,8625,Stade de Gerland,LOU Rugby,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8625-lyon-agen,0
2018-2019,13,8626,Stade Jean-Bouin,Stade Français Paris,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8626-paris-grenoble,0
2018-2019,13,8627,Stade Marcel-Deflandre,Stade Rochelais,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8627-la-rochelle-castres,0
2018-2019,13,8628,Stade Aimé-Giral,USA Perpignan,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8628-perpignan-clermont,0
2018-2019,13,8629,GGL Stadium,Montpellier Hérault Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8629-montpellier-pau,0
2018-2019,13,8630,Stade Chaban-Delmas,Union Bordeaux-Bègles,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8630-bordeaux-begles-racing-92,0
2018-2019,13,8631,Stade Ernest-Wallon,Stade Toulousain,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8631-toulouse-toulon,0
2018-2019,14,8632,Stade Jean-Bouin,Stade Français Paris,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8632-paris-perpignan,0
2018-2019,14,8633,Stade des Alpes,FC Grenoble Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8633-grenoble-castres,0
2018-2019,14,8634,GGL Stadium,Montpellier Hérault Rugby,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8634-montpellier-lyon,0
2018-2019,14,8635,Stade du Hameau,Section Paloise,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8635-pau-bordeaux-begles,0
2018-2019,14,8636,Stade Armandie,SU Agen,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8636-agen-toulouse,0
2018-2019,14,8637,Paris La Défense Arena,Racing 92,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8637-racing-92-toulon,0
2018-2019,14,8638,Stade Marcel-Michelin,ASM Clermont,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8638-clermont-la-rochelle,0
2018-2019,15,8639,Stade Pierre-Fabre,Castres Olympique,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8639-castres-clermont,0
2018-2019,15,8640,Stade Chaban-Delmas,Union Bordeaux-Bègles,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8640-bordeaux-begles-agen,0
2018-2019,15,8641,Stade Marcel-Deflandre,Stade Rochelais,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8641-la-rochelle-montpellier,0
2018-2019,15,8642,Stade Aimé-Giral,USA Perpignan,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8642-perpignan-pau,0
2018-2019,15,8643,Stade de Gerland,LOU Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8643-lyon-racing-92,0
2018-2019,15,8644,Stade Ernest-Wallon,Stade Toulousain,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8644-toulouse-grenoble,0
2018-2019,15,8645,Stade Mayol,RC Toulon,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8645-toulon-paris,0
2018-2019,16,8646,Stade Marcel-Michelin,ASM Clermont,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8646-clermont-bordeaux-begles,0
2018-2019,16,8647,GGL Stadium,Montpellier Hérault Rugby,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8647-montpellier-perpignan,0
2018-2019,16,8648,Stade du Hameau,Section Paloise,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8648-pau-castres,0
2018-2019,16,8649,Stade Jean-Bouin,Stade Français Paris,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8649-paris-lyon,0
2018-2019,16,8650,Stade Armandie,SU Agen,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8650-agen-toulon,0
2018-2019,16,8651,Stade des Alpes,FC Grenoble Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8651-grenoble-la-rochelle,0
2018-2019,16,8652,Paris La Défense Arena,Racing 92,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8652-racing-92-toulouse,0
2018-2019,17,8653,Stade Mayol,RC Toulon,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8653-toulon-pau,0
2018-2019,17,8654,Stade Ernest-Wallon,Stade Toulousain,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8654-toulouse-montpellier,0
2018-2019,17,8655,Stade Chaban-Delmas,Union Bordeaux-Bègles,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8655-bordeaux-begles-grenoble,0
2018-2019,17,8656,Stade Aimé-Giral,USA Perpignan,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8656-perpignan-agen,0
2018-2019,17,8657,Stade Marcel-Deflandre,Stade Rochelais,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8657-la-rochelle-paris,0
2018-2019,17,8658,Stade Pierre-Fabre,Castres Olympique,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8658-castres-racing-92,0
2018-2019,17,8659,Stade de Gerland,LOU Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8659-lyon-clermont,0
2018-2019,18,8660,Paris La Défense Arena,Racing 92,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8660-racing-92-la-rochelle,0
2018-2019,18,8661,Stade Marcel-Michelin,ASM Clermont,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8661-clermont-grenoble,0
2018-2019,18,8662,GGL Stadium,Montpellier Hérault Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8662-montpellier-bordeaux-begles,0
2018-2019,18,8663,Stade du Hameau,Section Paloise,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8663-pau-agen,0
2018-2019,18,8664,Stade de Gerland,LOU Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8664-lyon-castres,0
2018-2019,18,8665,Stade Aimé-Giral,USA Perpignan,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8665-perpignan-toulon,0
2018-2019,18,8666,Stade Jean-Bouin,Stade Français Paris,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8666-paris-toulouse,0
2018-2019,19,8667,Stade Mayol,RC Toulon,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8667-toulon-montpellier,0
2018-2019,19,8668,Stade Pierre-Fabre,Castres Olympique,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8668-castres-perpignan,0
2018-2019,19,8669,Stade des Alpes,FC Grenoble Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8669-grenoble-racing-92,0
2018-2019,19,8670,Stade Armandie,SU Agen,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8670-agen-la-rochelle,0
2018-2019,19,8671,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8671-bordeaux-begles-paris,0
2018-2019,19,8672,Stade Marcel-Michelin,ASM Clermont,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8672-clermont-pau,0
2018-2019,19,8673,Stade Ernest-Wallon,Stade Toulousain,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8673-toulouse-lyon,0
2018-2019,20,8674,Stade de Gerland,LOU Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8674-lyon-toulon,0
2018-2019,20,8675,Stade Jean-Bouin,Stade Français Paris,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8675-paris-castres,0
2018-2019,20,8676,Stade du Hameau,Section Paloise,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8676-pau-montpellier,0
2018-2019,20,8677,Stade Aimé-Giral,USA Perpignan,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8677-perpignan-grenoble,0
2018-2019,20,8678,Stade Armandie,SU Agen,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8678-agen-clermont,0
2018-2019,20,8679,Paris La Défense Arena,Racing 92,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8679-racing-92-bordeaux-begles,0
2018-2019,20,8680,Stade Marcel-Deflandre,Stade Rochelais,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8680-la-rochelle-toulouse,0
2018-2019,21,8681,Stade Mayol,RC Toulon,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8681-toulon-toulouse,0
2018-2019,21,8682,Stade des Alpes,FC Grenoble Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8682-grenoble-paris,0
2018-2019,21,8683,GGL Stadium,Montpellier Hérault Rugby,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8683-montpellier-agen,0
2018-2019,21,8684,Stade Chaban-Delmas,Union Bordeaux-Bègles,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8684-bordeaux-begles-perpignan,0
2018-2019,21,8685,Stade Pierre-Fabre,Castres Olympique,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8685-castres-la-rochelle,0
2018-2019,21,8686,Stade du Hameau,Section Paloise,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8686-pau-lyon,0
2018-2019,21,8687,Stade Marcel-Michelin,ASM Clermont,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8687-clermont-racing-92,0
2018-2019,22,8688,Stade Chaban-Delmas,Union Bordeaux-Bègles,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8688-bordeaux-begles-castres,0
2018-2019,22,8689,Stade de Gerland,LOU Rugby,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8689-lyon-perpignan,0
2018-2019,22,8690,Stade Jean-Bouin,Stade Français Paris,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8690-paris-agen,0
2018-2019,22,8691,Stade Marcel-Deflandre,Stade Rochelais,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8691-la-rochelle-pau,0
2018-2019,22,8692,Stade des Alpes,FC Grenoble Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8692-grenoble-toulon,0
2018-2019,22,8693,Paris La Défense Arena,Racing 92,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8693-racing-92-montpellier,0
2018-2019,22,8694,Stade Ernest-Wallon,Stade Toulousain,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8694-toulouse-clermont,0
2018-2019,23,8695,Stade du Hameau,Section Paloise,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8695-pau-racing-92,0
2018-2019,23,8696,Stade Pierre-Fabre,Castres Olympique,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8696-castres-toulouse,0
2018-2019,23,8697,GGL Stadium,Montpellier Hérault Rugby,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8697-montpellier-grenoble,0
2018-2019,23,8698,Stade Armandie,SU Agen,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8698-agen-lyon,0
2018-2019,23,8699,Stade Aimé-Giral,USA Perpignan,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8699-perpignan-la-rochelle,0
2018-2019,23,8700,Stade Mayol,RC Toulon,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8700-toulon-bordeaux-begles,0
2018-2019,23,8701,Stade Jean-Bouin,Stade Français Paris,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8701-paris-clermont,0
2018-2019,24,8702,Stade Ernest-Wallon,Stade Toulousain,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8702-toulouse-pau,0
2018-2019,24,8704,Stade Pierre-Fabre,Castres Olympique,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8704-castres-montpellier,0
2018-2019,24,8705,Stade des Alpes,FC Grenoble Rugby,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8705-grenoble-agen,0
2018-2019,24,8703,Stade Marcel-Michelin,ASM Clermont,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8703-clermont-perpignan,0
2018-2019,24,8706,Stade Marcel-Deflandre,Stade Rochelais,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8706-la-rochelle-toulon,0
2018-2019,24,8707,Stade de Gerland,LOU Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8707-lyon-bordeaux-begles,0
2018-2019,24,8708,Paris La Défense Arena,Racing 92,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8708-racing-92-paris,0
2018-2019,25,8709,Stade du Hameau,Section Paloise,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8709-pau-grenoble,0
2018-2019,25,8710,Stade Armandie,SU Agen,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8710-agen-castres,0
2018-2019,25,8711,Stade Aimé-Giral,USA Perpignan,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8711-perpignan-racing-92,0
2018-2019,25,8712,Stade de Gerland,LOU Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8712-lyon-la-rochelle,0
2018-2019,25,8713,GGL Stadium,Montpellier Hérault Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8713-montpellier-paris,0
2018-2019,25,8714,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8714-bordeaux-begles-toulouse,0
2018-2019,25,8715,Stade Mayol,RC Toulon,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8715-toulon-clermont,0
2018-2019,26,8716,Stade Marcel-Michelin,ASM Clermont,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8716-clermont-montpellier,0
2018-2019,26,8717,Stade Pierre-Fabre,Castres Olympique,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8717-castres-toulon,0
2018-2019,26,8718,Stade des Alpes,FC Grenoble Rugby,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8718-grenoble-lyon,0
2018-2019,26,8719,Stade Jean-Bouin,Stade Français Paris,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8719-paris-pau,0
2018-2019,26,8720,Stade Marcel-Deflandre,Stade Rochelais,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8720-la-rochelle-bordeaux-begles,0
2018-2019,26,8721,Stade Ernest-Wallon,Stade Toulousain,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8721-toulouse-perpignan,0
2018-2019,26,8722,Stade Armandie,SU Agen,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8722-agen-racing-92,0
2021-2022,1,9740,Stade d'Aguiléra,Biarritz Olympique PB,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j1/9740-biarritz-bordeaux-begles,0
2021-2022,1,9741,Stade Amédée-Domenech,CA Brive,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j1/9741-brive-perpignan,0
2021-2022,1,9742,Stade Pierre-Fabre,Castres Olympique,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j1/9742-castres-pau,0
2021-2022,1,9743,Stade Jean-Bouin,Stade Français Paris,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j1/9743-paris-racing-92,0
2021-2022,1,9744,Stade Mayol,RC Toulon,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j1/9744-toulon-montpellier,0
2021-2022,1,9745,Stade de Gerland,LOU Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j1/9745-lyon-clermont,0
2021-2022,1,9746,Stade Marcel-Deflandre,Stade Rochelais,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j1/9746-la-rochelle-toulouse,0
2021-2022,2,9747,Stade Marcel-Michelin,ASM Clermont,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j2/9747-clermont-castres,0
2021-2022,2,9748,GGL Stadium,Montpellier Hérault Rugby,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j2/9748-montpellier-brive,0
2021-2022,2,9749,Stade du Hameau,Section Paloise,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j2/9749-pau-lyon,0
2021-2022,2,9750,Stade Aimé-Giral,USA Perpignan,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j2/9750-perpignan-biarritz,0
2021-2022,2,9751,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j2/9751-bordeaux-begles-paris,0
2021-2022,2,9752,Paris La Défense Arena,Racing 92,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j2/9752-racing-92-la-rochelle,0
2021-2022,2,9753,Stade Ernest-Wallon,Stade Toulousain,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j2/9753-toulouse-toulon,0
2021-2022,3,9754,Stade d'Aguiléra,Biarritz Olympique PB,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j3/9754-biarritz-racing-92,0
2021-2022,3,9755,Stade Amédée-Domenech,CA Brive,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j3/9755-brive-pau,0
2021-2022,3,9756,Stade Pierre-Fabre,Castres Olympique,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j3/9756-castres-bordeaux-begles,0
2021-2022,3,9757,Stade de Gerland,LOU Rugby,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j3/9757-lyon-perpignan,0
2021-2022,3,9758,GGL Stadium,Montpellier Hérault Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j3/9758-montpellier-toulouse,0
2021-2022,3,9759,Stade Marcel-Michelin,ASM Clermont,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j3/9759-clermont-la-rochelle,0
