season,round,match_id,venue,home_team,away_team,url,is_playoff
2022-2023,1,6,Stade Marcel-Deflandre,Stade Rochelais,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j1/6-la-rochelle-montpellier,0
2022-2023,1,7,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j1/7-bordeaux-begles-toulouse,0
2022-2023,2,8,Stade de Gerland,LOU Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j2/8-lyon-la-rochelle,0
2022-2023,2,9,Stade Marcel-Michelin,ASM Clermont,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j2/9-clermont-pau,0
2022-2023,2,10,Stade Jean-Dauger,Aviron Bayonnais,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j2/10-bayonne-racing-92,0
2022-2023,2,11,Stade Pierre-Fabre,Castres Olympique,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j2/11-castres-paris,0
2022-2023,2,12,Stade Aimé-Giral,USA Perpignan,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j2/12-perpignan-brive,0
2022-2023,2,13,GGL Stadium,Montpellier Hérault Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j2/13-montpellier-bordeaux-begles,0
2022-2023,2,14,Stade Ernest-Wallon,Stade Toulousain,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j2/14-toulouse-toulon,0
2022-2023,3,15,Stade Chaban-Delmas,Union Bordeaux-Bègles,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j3/15-bordeaux-begles-castres,0
2022-2023,3,16,Stade Amédée-Domenech,CA Brive,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j3/16-brive-montpellier,0
2022-2023,3,17,Paris La Défense Arena,Racing 92,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j3/17-racing-92-lyon,0
2022-2023,3,18,Stade Jean-Bouin,Stade Français Paris,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j3/18-paris-bayonne,0
2022-2023,3,19,Stade Marcel-Deflandre,Stade Rochelais,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j3/19-la-rochelle-perpignan,0
2022-2023,3,20,Stade du Hameau,Section Paloise,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j3/20-pau-toulouse,0
2022-2023,3,21,Stade Mayol,RC Toulon,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j3/21-toulon-clermont,0
2022-2023,4,22,Stade Aimé-Giral,USA Perpignan,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j4/22-perpignan-toulon,0
2022-2023,4,23,Stade Jean-Dauger,Aviron Bayonnais,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j4/23-bayonne-bordeaux-begles,0
2022-2023,4,24,Stade Pierre-Fabre,Castres Olympique,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j4/24-castres-brive,0
2022-2023,4,25,Stade de Gerland,LOU Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j4/25-lyon-paris,0
2022-2023,4,26,GGL Stadium,Montpellier Hérault Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j4/26-montpellier-pau,0
2022-2023,4,27,Stade Ernest-Wallon,Stade Toulousain,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j4/27-toulouse-racing-92,0
2022-2023,4,28,Stade Marcel-Michelin,ASM Clermont,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j4/28-clermont-la-rochelle,0
2022-2023,5,29,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j5/29-bordeaux-begles-paris,0
2022-2023,5,30,Stade Marcel-Michelin,ASM Clermont,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j5/30-clermont-lyon,0
2022-2023,5,31,Stade Amédée-Domenech,CA Brive,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j5/31-brive-bayonne,0
2022-2023,5,32,Stade du Hameau,Section Paloise,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j5/32-pau-toulon,0
2022-2023,5,33,Stade Aimé-Giral,USA Perpignan,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j5/33-perpignan-castres,0
2022-2023,5,34,Stade Marcel-Deflandre,Stade Rochelais,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j5/34-la-rochelle-racing-92,0
2022-2023,5,35,GGL Stadium,Montpellier Hérault Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j5/35-montpellier-toulouse,0
2022-2023,6,36,Stade Pierre-Fabre,Castres Olympique,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j6/36-castres-montpellier,0
2022-2023,6,37,Stade Jean-Dauger,Aviron Bayonnais,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j6/37-bayonne-la-rochelle,0
2022-2023,6,38,Paris La Défense Arena,Racing 92,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j6/38-racing-92-pau,0
2022-2023,6,39,Stade Mayol,RC Toulon,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j6/39-toulon-brive,0
2022-2023,6,40,Stade Jean-Bouin,Stade Français Paris,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j6/40-paris-perpignan,0
2022-2023,6,41,Stade Ernest-Wallon,Stade Toulousain,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j6/41-toulouse-clermont,0
2022-2023,6,42,Stade de Gerland,LOU Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j6/42-lyon-bordeaux-begles,0
2022-2023,7,43,Stade Amédée-Domenech,CA Brive,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j7/43-brive-toulouse,0
2022-2023,7,44,Stade Pierre-Fabre,Castres Olympique,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j7/44-castres-bayonne,0
2022-2023,7,45,GGL Stadium,Montpellier Hérault Rugby,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j7/45-montpellier-lyon,0
2022-2023,7,46,Stade du Hameau,Section Paloise,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j7/46-pau-paris,0
2022-2023,7,47,Stade Aimé-Giral,USA Perpignan,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j7/47-perpignan-clermont,0
2022-2023,7,48,Stade Chaban-Delmas,Union Bordeaux-Bègles,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j7/48-bordeaux-begles-racing-92,0
2022-2023,7,49,Stade Marcel-Deflandre,Stade Rochelais,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j7/49-la-rochelle-toulon,0
2022-2023,8,50,Paris La Défense Arena,Racing 92,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j8/50-racing-92-montpellier,0
2022-2023,8,51,Stade Jean-Dauger,Aviron Bayonnais,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j8/51-bayonne-perpignan,0
2022-2023,8,52,Stade de Gerland,LOU Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j8/52-lyon-pau,0
2022-2023,8,53,Stade Mayol,RC Toulon,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j8/53-toulon-castres,0
2022-2023,8,54,Stade Jean-Bouin,Stade Français Paris,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j8/54-paris-brive,0
2022-2023,8,55,Stade Marcel-Michelin,ASM Clermont,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j8/55-clermont-bordeaux-begles,0
2022-2023,8,56,Stade Ernest-Wallon,Stade Toulousain,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j8/56-toulouse-la-rochelle,0
2022-2023,9,57,Stade Pierre-Fabre,Castres Olympique,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j9/57-castres-clermont,0
2022-2023,9,58,Stade Amédée-Domenech,CA Brive,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j9/58-brive-racing-92,0
2022-2023,9,59,GGL Stadium,Montpellier Hérault Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j9/59-montpellier-paris,0
2022-2023,9,60,Stade Marcel-Deflandre,Stade Rochelais,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j9/60-la-rochelle-pau,0
2022-2023,9,61,Stade Aimé-Giral,USA Perpignan,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j9/61-perpignan-lyon,0
2022-2023,9,62,Stade Jean-Dauger,Aviron Bayonnais,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j9/62-bayonne-toulouse,0
2022-2023,9,63,Stade Chaban-Delmas,Union Bordeaux-Bègles,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j9/63-bordeaux-begles-toulon,0
2022-2023,10,64,Stade Ernest-Wallon,Stade Toulousain,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j10/64-toulouse-paris,0
2022-2023,10,65,Stade Marcel-Michelin,ASM Clermont,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j10/65-clermont-bayonne,0
2022-2023,10,66,Stade Amédée-Domenech,CA Brive,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j10/66-brive-la-rochelle,0
2022-2023,10,67,Stade de Gerland,LOU Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j10/67-lyon-castres,0
2022-2023,10,68,Paris La Défense Arena,Racing 92,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j10/68-racing-92-perpignan,0
2022-2023,10,69,Stade du Hameau,Section Paloise,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j10/69-pau-bordeaux-begles,0
2022-2023,10,70,Stade Mayol,RC Toulon,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j10/70-toulon-montpellier,0
2022-2023,11,71,GGL Stadium,Montpellier Hérault Rugby,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j11/71-montpellier-bayonne,0
2022-2023,11,72,Stade du Hameau,Section Paloise,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j11/72-pau-brive,0
2022-2023,11,73,Stade Marcel-Deflandre,Stade Rochelais,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j11/73-la-rochelle-castres,0
2022-2023,11,74,Stade Aimé-Giral,USA Perpignan,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j11/74-perpignan-bordeaux-begles,0
2022-2023,11,75,Stade Jean-Bouin,Stade Français Paris,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j11/75-paris-toulon,0
2022-2023,11,76,Paris La Défense Arena,Racing 92,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j11/76-racing-92-clermont,0
2022-2023,11,77,Stade de Gerland,LOU Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j11/77-lyon-toulouse,0
2022-2023,12,78,Stade Marcel-Michelin,ASM Clermont,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j12/78-clermont-montpellier,0
2022-2023,12,79,Stade Jean-Dauger,Aviron Bayonnais,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j12/79-bayonne-lyon,0
2022-2023,12,80,Stade Chaban-Delmas,Union Bordeaux-Bègles,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j12/80-bordeaux-begles-brive,0
2022-2023,12,81,Stade Ernest-Wallon,Stade Toulousain,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j12/81-toulouse-perpignan,0
2022-2023,12,82,Stade Jean-Bouin,Stade Français Paris,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j12/82-paris-la-rochelle,0
2022-2023,12,83,Stade Pierre-Fabre,Castres Olympique,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j12/83-castres-pau,0
2022-2023,12,84,Stade Mayol,RC Toulon,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j12/84-toulon-racing-92,0
2022-2023,13,85,Stade Mayol,RC Toulon,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j13/85-toulon-lyon,0
2022-2023,13,86,Stade Amédée-Domenech,CA Brive,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j13/86-brive-clermont,0
2022-2023,13,87,GGL Stadium,Montpellier Hérault Rugby,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j13/87-montpellier-perpignan,0
2022-2023,13,88,Stade du Hameau,Section Paloise,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j13/88-pau-bayonne,0
2022-2023,13,89,Stade Marcel-Deflandre,Stade Rochelais,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j13/89-la-rochelle-bordeaux-begles,0
2022-2023,13,90,Stade Ernest-Wallon,Stade Toulousain,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j13/90-toulouse-castres,0
2022-2023,13,91,Paris La Défense Arena,Racing 92,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j13/91-racing-92-paris,0
2022-2023,14,92,Stade Chaban-Delmas,Union Bordeaux-Bègles,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j14/92-bordeaux-begles-montpellier,0
2022-2023,14,93,Stade Jean-Dauger,Aviron Bayonnais,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j14/93-bayonne-toulon,0
2022-2023,14,94,Stade Pierre-Fabre,Castres Olympique,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j14/94-castres-racing-92,0
2022-2023,14,95,Stade de Gerland,LOU Rugby,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j14/95-lyon-brive,0
2022-2023,14,96,Stade Jean-Bouin,Stade Français Paris,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j14/96-paris-pau,0
2022-2023,14,97,Stade Aimé-Giral,USA Perpignan,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j14/97-perpignan-la-rochelle,0
2022-2023,14,98,Stade Marcel-Michelin,ASM Clermont,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j14/98-clermont-toulouse,0
2022-2023,15,99,Stade Chaban-Delmas,Union Bordeaux-Bègles,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j15/99-bordeaux-begles-bayonne,0
2022-2023,15,100,Stade Marcel-Michelin,ASM Clermont,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j15/100-clermont-perpignan,0
2022-2023,15,101,Stade Amédée-Domenech,CA Brive,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j15/101-brive-toulon,0
2022-2023,15,102,Stade du Hameau,Section Paloise,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j15/102-pau-lyon,0
2022-2023,15,103,Stade Jean-Bouin,Stade Français Paris,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j15/103-paris-castres,0
2022-2023,15,104,Stade Marcel-Deflandre,Stade Rochelais,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j15/104-la-rochelle-toulouse,0
2022-2023,15,105,GGL Stadium,Montpellier Hérault Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j15/105-montpellier-racing-92,0
2022-2023,16,106,Stade de Gerland,LOU Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j16/106-lyon-clermont,0
2022-2023,16,107,Stade Jean-Dauger,Aviron Bayonnais,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j16/107-bayonne-brive,0
2022-2023,16,108,Stade Pierre-Fabre,Castres Olympique,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j16/108-castres-bordeaux-begles,0
2022-2023,16,109,Stade Mayol,RC Toulon,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j16/109-toulon-pau,0
2022-2023,16,110,Stade Aimé-Giral,USA Perpignan,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j16/110-perpignan-paris,0
2022-2023,16,111,Paris La Défense Arena,Racing 92,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j16/111-racing-92-la-rochelle,0
2022-2023,16,112,Stade Ernest-Wallon,Stade Toulousain,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j16/112-toulouse-montpellier,0
2022-2023,17,113,Stade Ernest-Wallon,Stade Toulousain,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j17/113-toulouse-bayonne,0
2022-2023,17,114,Stade Marcel-Michelin,ASM Clermont,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j17/114-clermont-castres,0
2022-2023,17,115,Stade Amédée-Domenech,CA Brive,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j17/115-brive-perpignan,0
2022-2023,17,116,Stade du Hameau,Section Paloise,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j17/116-pau-racing-92,0
2022-2023,17,117,Stade Marcel-Deflandre,Stade Rochelais,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j17/117-la-rochelle-lyon,0
2022-2023,17,118,GGL Stadium,Montpellier Hérault Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j17/118-montpellier-toulon,0
2022-2023,17,119,Stade Jean-Bouin,Stade Français Paris,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j17/119-paris-bordeaux-begles,0
2022-2023,18,120,Stade Jean-Dauger,Aviron Bayonnais,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j18/120-bayonne-paris,0
2022-2023,18,121,Stade Pierre-Fabre,Castres Olympique,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j18/121-castres-la-rochelle,0
2022-2023,18,122,Stade de Gerland,LOU Rugby,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j18/122-lyon-montpellier,0
2022-2023,18,123,Paris La Défense Arena,Racing 92,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j18/123-racing-92-brive,0
2022-2023,18,124,Stade Aimé-Giral,USA Perpignan,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j18/124-perpignan-pau,0
2022-2023,18,125,Stade Mayol,RC Toulon,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j18/125-toulon-toulouse,0
2022-2023,18,126,Stade Chaban-Delmas,Union Bordeaux-Bègles,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j18/126-bordeaux-begles-clermont,0
2022-2023,19,127,Stade Jean-Bouin,Stade Français Paris,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j19/127-paris-montpellier,0
2022-2023,19,128,Stade Jean-Dauger,Aviron Bayonnais,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j19/128-bayonne-castres,0
2022-2023,19,129,Stade Chaban-Delmas,Union Bordeaux-Bègles,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j19/129-bordeaux-begles-perpignan,0
2022-2023,19,130,Stade de Gerland,LOU Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j19/130-lyon-racing-92,0
2022-2023,19,131,Stade Marcel-Deflandre,Stade Rochelais,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j19/131-la-rochelle-brive,0
2022-2023,19,132,Stade Ernest-Wallon,Stade Toulousain,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j19/132-toulouse-pau,0
2022-2023,19,133,Stade Marcel-Michelin,ASM Clermont,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j19/133-clermont-toulon,0
2022-2023,20,134,GGL Stadium,Montpellier Hérault Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j20/134-montpellier-clermont,0
2022-2023,20,135,Stade Amédée-Domenech,CA Brive,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j20/135-brive-bordeaux-begles,0
2022-2023,20,136,Stade Pierre-Fabre,Castres Olympique,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j20/136-castres-lyon,0
2022-2023,20,137,Stade du Hameau,Section Paloise,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j20/137-pau-la-rochelle,0
2022-2023,20,138,Stade Aimé-Giral,USA Perpignan,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j20/138-perpignan-bayonne,0
2022-2023,20,139,Stade Mayol,RC Toulon,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j20/139-toulon-paris,0
2022-2023,20,140,Paris La Défense Arena,Racing 92,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j20/140-racing-92-toulouse,0
2022-2023,21,141,Stade Pierre-Fabre,Castres Olympique,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j21/141-castres-toulouse,0
2022-2023,21,142,Stade Marcel-Michelin,ASM Clermont,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j21/142-clermont-brive,0
2022-2023,21,143,Stade Jean-Dauger,Aviron Bayonnais,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j21/143-bayonne-pau,0
2022-2023,21,144,Stade de Gerland,LOU Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j21/144-lyon-toulon,0
2022-2023,21,145,Stade Aimé-Giral,USA Perpignan,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j21/145-perpignan-montpellier,0
2022-2023,21,146,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j21/146-bordeaux-begles-la-rochelle,0
2022-2023,21,147,Stade Jean-Bouin,Stade Français Paris,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j21/147-paris-racing-92,0
2022-2023,22,148,Paris La Défense Arena,Racing 92,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j22/148-racing-92-bordeaux-begles,0
2022-2023,22,149,Stade Amédée-Domenech,CA Brive,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j22/149-brive-paris,0
2022-2023,22,150,GGL Stadium,Montpellier Hérault Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j22/150-montpellier-castres,0
2022-2023,22,151,Stade Mayol,RC Toulon,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j22/151-toulon-perpignan,0
2022-2023,22,152,Stade du Hameau,Section Paloise,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j22/152-pau-clermont,0
2022-2023,22,153,Stade Marcel-Deflandre,Stade Rochelais,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j22/153-la-rochelle-bayonne,0
2022-2023,22,154,Stade Ernest-Wallon,Stade Toulousain,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j22/154-toulouse-lyon,0
2022-2023,23,155,Stade Marcel-Deflandre,Stade Rochelais,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j23/155-la-rochelle-clermont,0
2022-2023,23,156,Stade Jean-Dauger,Aviron Bayonnais,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j23/156-bayonne-montpellier,0
2022-2023,23,157,Stade Amédée-Domenech,CA Brive,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j23/157-brive-pau,0
2022-2023,23,158,Stade Pierre-Fabre,Castres Olympique,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j23/158-castres-toulon,0
2022-2023,23,159,Stade Aimé-Giral,USA Perpignan,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j23/159-perpignan-racing-92,0
2022-2023,23,160,Stade Jean-Bouin,Stade Français Paris,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j23/160-paris-toulouse,0
2022-2023,23,161,Stade Chaban-Delmas,Union Bordeaux-Bègles,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j23/161-bordeaux-begles-lyon,0
2022-2023,24,162,Stade Marcel-Michelin,ASM Clermont,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2022-2023/j24/162-clermont-paris,0
2022-2023,24,163,Stade de Gerland,LOU Rugby,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j24/163-lyon-perpignan,0
2022-2023,24,164,GGL Stadium,Montpellier Hérault Rugby,CA Brive,https://top14.lnr.fr/feuille-de-match/2022-2023/j24/164-montpellier-brive,0
2022-2023,24,165,Paris La Défense Arena,Racing 92,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j24/165-racing-92-bayonne,0
2022-2023,24,166,Stade du Hameau,Section Paloise,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j24/166-pau-castres,0
2022-2023,24,167,Stade Mayol,RC Toulon,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j24/167-toulon-la-rochelle,0
2022-2023,24,168,Stade Ernest-Wallon,Stade Toulousain,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2022-2023/j24/168-toulouse-bordeaux-begles,0
2022-2023,25,175,Stade Aimé-Giral,USA Perpignan,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2022-2023/j25/175-perpignan-toulouse,0
2022-2023,25,169,Stade Jean-Dauger,Aviron Bayonnais,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j25/169-bayonne-clermont,0
2022-2023,25,170,Stade Chaban-Delmas,Union Bordeaux-Bègles,Section Paloise,https://top14.lnr.fr/feuille-de-match/2022-2023/j25/170-bordeaux-begles-pau,0
2022-2023,25,171,Stade Amédée-Domenech,CA Brive,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j25/171-brive-castres,0
2022-2023,25,172,GGL Stadium,Montpellier Hérault Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2022-2023/j25/172-montpellier-la-rochelle,0
2022-2023,25,173,Paris La Défense Arena,Racing 92,RC Toulon,https://top14.lnr.fr/feuille-de-match/2022-2023/j25/173-racing-92-toulon,0
2022-2023,25,174,Stade Jean-Bouin,Stade Français Paris,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j25/174-paris-lyon,0
2022-2023,26,176,Stade Marcel-Michelin,ASM Clermont,Racing 92,https://top14.lnr.fr/feuille-de-match/2022-2023/j26/176-clermont-racing-92,0
